EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
1.1.1.37,Laura1metabat.17,Laura1,Malate dehydrogenase,mdh,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.17,Laura1,Aconitate hydratase A,acnA,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.17,Laura1,Isocitrate dehydrogenase [NADP],icd,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
2.3.1.174,Laura1metabat.17,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
2.8.3.6,Laura1metabat.17,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
2.8.3.6,Laura1metabat.17,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_1,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_1,Paracoccus alcaliphilus,0.8,species,High,Aminobenzoate degradation
1.8.1.4,Laura1metabat.17,Laura1,Dihydrolipoyl dehydrogenase,lpd,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.17,Laura1,Pyruvate carboxylase,pycA,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.17,Laura1,Acetyl-CoA acetyltransferase,NA,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.2.1.2,Laura1metabat.17,Laura1,Fumarate hydratase class II,fumC,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.17,Laura1,putative enoyl-CoA hydratase echA8,echA8,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.17,Laura1,putative enoyl-CoA hydratase echA8,echA8,Paracoccus alcaliphilus,0.8,species,High,Aminobenzoate degradation
2.3.1.12,Laura1metabat.17,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_2,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.2.1.17,Laura1metabat.17,Laura1,Enoyl-CoA-hydratase,dpgD_2,Paracoccus alcaliphilus,0.8,species,High,Aminobenzoate degradation
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_1,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_1,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.17,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.17,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_2,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_2,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_3,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_3,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.14.13.24,Laura1metabat.17,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
2.3.1.9,Laura1metabat.17,Laura1,Acetyl-CoA acetyltransferase,phaA,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
2.3.1.16,Laura1metabat.17,Laura1,Beta-ketothiolase BktB,bktB,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC_4,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.17,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD_4,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.17,Laura1,putative acetyl-CoA acyltransferase,NA,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
1.7.1.16,Laura1metabat.17,Laura1,Chloronitrobenzene nitroreductase,cnbA,Paracoccus alcaliphilus,0.8,species,High,Aminobenzoate degradation
5.5.1.2,Laura1metabat.17,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
1.13.11.3,Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Paracoccus alcaliphilus,0.8,species,High,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
1.13.11.3,Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Paracoccus alcaliphilus,0.8,species,High,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.17,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
3.1.1.24,Laura1metabat.17,Laura1,3-oxoadipate enol-lactonase 2,catD,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
1.2.4.2,Laura1metabat.18,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.18,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.18,Laura1,Enoyl-CoA-hydratase,dpgD,Parapedobacter,0.77,genus,High,Benzoate degradation
4.2.1.17,Laura1metabat.18,Laura1,Enoyl-CoA-hydratase,dpgD,Parapedobacter,0.77,genus,High,Aminobenzoate degradation
1.1.1.42,Laura1metabat.18,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.18,Laura1,Pyruvate carboxylase,pycA,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.3.5.4,Laura1metabat.18,Laura1,Fumarate reductase flavoprotein subunit,frdA,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.18,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.18,Laura1,Fumarate hydratase class II,fumC,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.18,Laura1,Malate dehydrogenase,mdh,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.18,Laura1,Malate:quinone oxidoreductase,mqo,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.18,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.18,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.18,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.18,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.18,Laura1,Dihydrolipoyl dehydrogenase,lpd,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.18,Laura1,Dihydrolipoyl dehydrogenase,NA,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
3.6.1.7,Laura1metabat.18,Laura1,Acylphosphatase,acyP,Parapedobacter,0.77,genus,High,Aminobenzoate degradation
2.3.1.9,Laura1metabat.18,Laura1,Acetyl-CoA acetyltransferase,thlA,Parapedobacter,0.77,genus,High,Benzoate degradation
1.1.1.35,Laura1metabat.18,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Parapedobacter,0.77,genus,High,Benzoate degradation
2.3.1.16,Laura1metabat.18,Laura1,3-ketoacyl-CoA thiolase,fadA,Parapedobacter,0.77,genus,High,Benzoate degradation
1.13.11.2,Laura1metabat.18,Laura1,"Catechol-2,3-dioxygenase",catE,Parapedobacter,0.77,genus,High,Benzoate degradation
3.5.1.4,Laura1metabat.18,Laura1,Aliphatic amidase,amiE,Parapedobacter,0.77,genus,High,Aminobenzoate degradation
6.2.1.5,Laura1metabat.18,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Parapedobacter,0.77,genus,High,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.18,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Parapedobacter,0.77,genus,High,Benzoate degradation
4.1.1.61,Laura1metabat.18,Laura1,4-hydroxybenzoate decarboxylase subunit C,NA,Parapedobacter,0.77,genus,High,Aminobenzoate degradation
4.2.1.83,Laura1metabat.19,Laura1,4-oxalmesaconate hydratase,galB_1,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
4.1.3.17,Laura1metabat.19,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_1,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
3.1.1.92,Laura1metabat.19,Laura1,4-sulfomuconolactone hydrolase,NA,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
1.14.12.7,Laura1metabat.19,Laura1,"Phthalate 4,5-dioxygenase oxygenase subunit",pht3,Pelagibacterium,0.65,genus,Contaminated,Polycyclic aromatic hydrocarbon degradation
4.1.3.17,Laura1metabat.19,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_2,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
1.14.13.24,Laura1metabat.19,Laura1,3-hydroxybenzoate 6-hydroxylase 1,xlnD,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.3.1.9,Laura1metabat.19,Laura1,Acetyl-CoA acetyltransferase,phaA_1,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
6.4.1.1,Laura1metabat.19,Laura1,Pyruvate carboxylase,pycA,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.19,Laura1,Fumarate hydratase class II,fumC,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
5.5.1.2,Laura1metabat.19,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
1.13.11.3,Laura1metabat.19,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pelagibacterium,0.65,genus,Contaminated,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.19,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
1.13.11.3,Laura1metabat.19,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pelagibacterium,0.65,genus,Contaminated,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.19,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
3.1.1.24,Laura1metabat.19,Laura1,3-oxoadipate enol-lactonase 2,catD_1,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.3.1.174,Laura1metabat.19,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.8.3.6,Laura1metabat.19,Laura1,3-oxoadipate CoA-transferase subunit B,catJ,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.8.3.6,Laura1metabat.19,Laura1,3-oxoadipate CoA-transferase subunit A,catI,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
3.1.1.24,Laura1metabat.19,Laura1,3-oxoadipate enol-lactonase 2,catD_2,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
4.1.3.17,Laura1metabat.19,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK_3,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
4.2.1.83,Laura1metabat.19,Laura1,4-oxalmesaconate hydratase,galB_2,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.3.1.16,Laura1metabat.19,Laura1,3-ketoacyl-CoA thiolase FadI,fadI,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
1.14.13.2,Laura1metabat.19,Laura1,p-hydroxybenzoate hydroxylase,pobA,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
2.1.1.341,Laura1metabat.19,Laura1,Vanillate/3-O-methylgallate O-demethylase,ligM,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
4.2.1.3,Laura1metabat.19,Laura1,Aconitate hydratase A,acnA,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.19,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.19,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.19,Laura1,Malate dehydrogenase,mdh,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.19,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.19,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.19,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.19,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.19,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.19,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.19,Laura1,Dihydrolipoyl dehydrogenase,lpd,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.19,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
1.2.1.67,Laura1metabat.19,Laura1,Vanillin dehydrogenase,vdh,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
3.5.5.1,Laura1metabat.19,Laura1,Nitrilase,nit,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
1.2.1.28,Laura1metabat.19,Laura1,Benzaldehyde dehydrogenase YfmT,yfmT,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
1.13.11.2,Laura1metabat.19,Laura1,"Catechol-2,3-dioxygenase",catE,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
1.1.1.42,Laura1metabat.19,Laura1,Isocitrate dehydrogenase [NADP],icd,Pelagibacterium,0.65,genus,Contaminated,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.19,Laura1,Acetyl-CoA acetyltransferase,phaA_2,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
4.2.1.17,Laura1metabat.19,Laura1,putative enoyl-CoA hydratase 1,NA,Pelagibacterium,0.65,genus,Contaminated,Benzoate degradation
4.2.1.17,Laura1metabat.19,Laura1,putative enoyl-CoA hydratase 1,NA,Pelagibacterium,0.65,genus,Contaminated,Aminobenzoate degradation
2.3.1.9,Laura1metabat.2,Laura1,Acetyl-CoA acetyltransferase,phaA,Caulobacterales,0.3,order,Low,Benzoate degradation
1.1.1.37,Laura1metabat.2,Laura1,Malate dehydrogenase,mdh,Caulobacterales,0.3,order,Low,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.2,Laura1,Dihydrolipoyl dehydrogenase,lpdV,Caulobacterales,0.3,order,Low,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.20,Laura1,"Fumarate hydratase class I, aerobic",fumA,Phyllobacteriaceae,0.38,family,Low,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.21,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Ancylobacter,0.74,genus,Low,Benzoate degradation
6.4.1.1,Laura1metabat.21,Laura1,Pyruvate carboxylase,pycA,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.21,Laura1,putative acetyl-CoA acyltransferase,NA,Ancylobacter,0.74,genus,Low,Benzoate degradation
2.3.1.9,Laura1metabat.21,Laura1,Acetyl-CoA acetyltransferase,phaA,Ancylobacter,0.74,genus,Low,Benzoate degradation
2.3.1.16,Laura1metabat.21,Laura1,3-ketoacyl-CoA thiolase,fadI,Ancylobacter,0.74,genus,Low,Benzoate degradation
1.3.5.1,Laura1metabat.21,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.21,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.21,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB_1,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
1.2.4.2,Laura1metabat.21,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA_1,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.21,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.21,Laura1,Dihydrolipoyl dehydrogenase,lpd,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
4.1.1.7,Laura1metabat.21,Laura1,Benzoylformate decarboxylase,mdlC,Ancylobacter,0.74,genus,Low,Aminobenzoate degradation
1.2.4.2,Laura1metabat.21,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA_2,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.21,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB_2,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.21,Laura1,Malate dehydrogenase,mdh,Ancylobacter,0.74,genus,Low,Citrate cycle (TCA cycle)
3.1.1.24,Laura1metabat.22,Laura1,3-oxoadipate enol-lactonase 2,catD_1,Pseudomonas,0.47,genus,Medium,Benzoate degradation
7.2.4.5,Laura1metabat.22,Laura1,Glutaconyl-CoA decarboxylase subunit beta,gcdB,Pseudomonas,0.47,genus,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.22,Laura1,Fumarate hydratase class II,fumC_1,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.22,Laura1,Aconitate hydratase A,acnA,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.22,Laura1,Pyruvate dehydrogenase E1 component,aceE,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.12,Laura1metabat.22,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,NA,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.22,Laura1,3-ketoacyl-CoA thiolase,fadA_1,Pseudomonas,0.47,genus,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.22,Laura1,"Fumarate hydratase class I, anaerobic",fumB,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
1.3.8.10,Laura1metabat.22,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Pseudomonas,0.47,genus,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.22,Laura1,3-oxoadipate enol-lactonase 2,catD_2,Pseudomonas,0.47,genus,Medium,Benzoate degradation
2.3.1.16,Laura1metabat.22,Laura1,3-ketoacyl-CoA thiolase FadI,fadI,Pseudomonas,0.47,genus,Medium,Benzoate degradation
1.8.1.4,Laura1metabat.22,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.22,Laura1,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.47,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.22,Laura1,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.47,genus,Medium,Aminobenzoate degradation
1.14.13.2,Laura1metabat.22,Laura1,p-hydroxybenzoate hydroxylase,pobA,Pseudomonas,0.47,genus,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_1,Pseudomonas,0.47,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_1,Pseudomonas,0.47,genus,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.22,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Pseudomonas,0.47,genus,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.22,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD,Pseudomonas,0.47,genus,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.22,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Pseudomonas,0.47,genus,Medium,Benzoate degradation
1.1.5.4,Laura1metabat.22,Laura1,Malate:quinone oxidoreductase,mqo_1,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.22,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.22,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
4.1.3.17,Laura1metabat.22,Laura1,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,NA,Pseudomonas,0.47,genus,Medium,Benzoate degradation
4.2.1.3,Laura1metabat.22,Laura1,Aconitate hydratase A,acnM,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.22,Laura1,putative enoyl-CoA hydratase,fadB_2,Pseudomonas,0.47,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.22,Laura1,putative enoyl-CoA hydratase,fadB_2,Pseudomonas,0.47,genus,Medium,Aminobenzoate degradation
1.1.5.4,Laura1metabat.22,Laura1,Malate:quinone oxidoreductase,mqo_2,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
3.1.1.92,Laura1metabat.22,Laura1,4-sulfomuconolactone hydrolase,NA,Pseudomonas,0.47,genus,Medium,Aminobenzoate degradation
6.2.1.5,Laura1metabat.22,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.22,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Pseudomonas,0.47,genus,Medium,Citrate cycle (TCA cycle)
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_2,Pseudomonas,0.47,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH_2,Pseudomonas,0.47,genus,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.47,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.22,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.47,genus,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.22,Laura1,Acetyl-CoA acetyltransferase,thlA_1,Pseudomonas,0.47,genus,Medium,Benzoate degradation
